Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max No. of  Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,"2019-20 Budget, Total Appropriations ($000)","2019-20 Budget, Total Departmental Expenses ($000)",Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic / Corporate / Organisational Plan,Annual Reports,Budget Documentation
O-000929,,Australian Competition and Consumer Commission,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Australian Competition and Consumer Commission (ACCC) is an independent Commonwealth statutory authority whose role is to enforce the Competition and Consumer Act 2010 and a range of additional legislation, promoting competition, fair trading and regulating national infrastructure for the benefit of all Australians.",Act / Regulation,Competition and Consumer Act 2010,35009,Other Economic Affairs,Yes - Statutory Agency,1022,,,,,Yes,ANAO,,94 410 483 623,,,240976,245774,23 Marcus Clarke Street,Canberra,ACT,2601,Australia,http://www.accc.gov.au,http://www.accc.gov.au/publications/corporate-plan-priorities,http://www.accc.gov.au/publications/accc-aer-annual-report,
O-000930,,Australian Office of Financial Management,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The AOFM's key responsibilities involve managing the Australian Government's debt portfolio through the issuance of Commonwealth Government Securities (CGS), managing the Australian Government's overall cash balance in the Official Public Account (OPA), and any investment in financial assets arising from these activities or as a result of any specific policy mandate from the Australian Government. This requires close working relations with the Department of the Treasury, Department of Finance and the Reserve Bank of Australia (RBA). It also requires that the AOFM maintain credible professional relationships with the banking sector (which act as intermediaries in the CGS market) and with domestic and international investors in CGS.",PGPA Rule (Schedule 1),,36342,"General Public Services; Other Purposes; Housing and Community Amenities; Agriculture, Forestry and Fishing",Yes - Operate with some Independence,47,,,,,Yes,ANAO,,13 059 525 039,,,442695730,15060,Langton Crescent,Parkes,ACT,2600,Australia,http://www.aofm.gov.au,http://aofm.gov.au/publications/corporate-plans/,http://aofm.gov.au/publications/annual-reports/,
O-000931,,Australian Prudential Regulation Authority,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The Australian Prudential Regulation Authority (APRA) is the prudential regulator of the Australian financial services industry. It oversees banks, credit unions, building societies, general insurance and reinsurance companies, life insurance, friendly societies, and most of the superannuation industry. APRA is funded largely by the industries that it supervises. It was established on 1 July 1998. APRA currently supervises institutions holding $4.5 trillion in assets for Australian depositors, policyholders and superannuation fund members.",Act / Regulation,Australian Prudential Regulation Authority Act 1998,35977,Other Economic Affairs,,738,,,,,Yes,ANAO,,79 635 582 658,,,637044,184223,"Level 26, 400 George St",Sydney,NSW,2000,Australia,http://www.apra.gov.au,http://www.apra.gov.au/AboutAPRA/Publications/Pages/Corporate-Plan.aspx,http://www.apra.gov.au/AboutAPRA/Publications/Pages/Annual-Report.aspx,
O-000932,,Australian Reinsurance Pool Corporation,Treasury,A. Principal,B. Corporate Commonwealth Entity,PFC,Material,"The Australian Reinsurance Pool Corporation (ARPC) is a statutory authority established under the Terrorism Insurance Act 2003 (TI Act), being subject also to requirements under the Public Governance, Performance and Accountability Act 2013 (prior to 1 July 2014, the Commonwealth Authorities and Companies Act 1997). Following the terrorist events that occurred in the United States of America on 11 September 2001, there was a global withdrawal of terrorism insurance. This was of particular concern to the commercial property sector internationally. The Government was concerned that the lack of comprehensive insurance cover for commercial property or infrastructure would lead to a reduction in financing and investment in the Australian property sector. The role of the ARPC was to establish and subsequently provide ongoing administration of a scheme that would provide (re)insurance cover for eligible terrorism losses involving commercial property, associated business interruption and public liability.",Act / Regulation,Terrorism Insurance Act 2003,37796,Other Economic Affairs Nec,,,,,,,Yes,ANAO,,74 807 136 872,,,,,1 Market Street,Sydney,NSW,2000,Australia,http://www.arpc.gov.au,http://arpc.gov.au/ips/agency_plan/,http://arpc.gov.au/news-and-publications/annual-reports/,
O-000933,,Australian Securities and Investments Commission,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The Australian Securities and Investments Commission (ASIC) is Australia's corporate, markets and financial services regulator. The Australian Securities and Investments Commission Act 2001 requires ASIC to: - maintain, facilitate and improve the performance of the financial system and entities in it; - promote confident and informed participation by investors and consumers in the financial system; - administer the law effectively and with minimal procedural requirements; - enforce and give effect to the law; receive, process and store, efficiently and quickly, information that is given to us; and - make information about companies and other bodies available to the public as soon as practicable.",Act / Regulation,Australian Securities and Investments Commission Act 2001,33239,Other Economic Affairs,Yes - Statutory Agency with Dual Staffing Powers,2002,,,,,Yes - but not tabled,ANAO,,86 768 265 615,,,513679,447692,"Level 5, 100 Market Street",Sydney,NSW,2000,Australia,http://www.asic.gov.au,http://asic.gov.au/about-asic/what-we-do/our-role/,http://www.asic.gov.au/asic/asic.nsf/byheadline/Annual+reports?openDocument,
O-000934,,Australian Taxation Office,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The ATO is the government's principal revenue collection agency. The ATO's role is to effectively manage and shape the tax, excise and superannuation systems that support and fund services for Australians. Its main responsibilities are: - main revenue collection agency of the Australian Government - administrator of the goods and services tax (GST) on behalf of the Australian states and territories - administrator of a range of programs which result in transfers and benefits back to the community - administrator of major aspects of Australia's superannuation system - custodian of the Australian Business Register (ABR).",PGPA Rule (Schedule 1),,3655,Social Security and Welfare; Education; Fuel and Energy; General Public Services; Housing and Community Amenities; Recreation and Culture; Health; Mining and Mineral Resources (other than fuels) Manufacturing and Construction,Yes - Statutory Agency,18104,,,,,Yes,ANAO,,51 824 753 556,,,22027396,3730122,26 Narellan St,Canberra,ACT,2601,Australia,http://www.ato.gov.au,https://www.ato.gov.au/About-ATO/About-us/Our-strategic-direction/,,
O-000935,,Commonwealth Grants Commission,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,The Commonwealth Grants Commission recommends how the revenues raised from the Goods and Services Tax (GST) should be distributed to the States and Territories to achieve horizontal fiscal equalisation (HFE). It is an independent statutory body which responds to terms of reference sent to it by the Commonwealth Treasurer. It makes its recommendations in consultation with the States and Territories and based on data provided by them and independent statistical sources.,Act / Regulation,Commonwealth Grants Commission Act 1973,12204,Other Economic Affairs,Yes - Operate with some Independence,34,,,,,Yes,ANAO,,64 703 642 210,,,9052,8335,86-88 Northbourne Avenue,Braddon,ACT,2612,Australia,http://www.cgc.gov.au,https://www.cgc.gov.au/index.php?option=com_content&view=article&id=30&Itemid=146,https://www.cgc.gov.au/index.php?option=com_content&view=article&id=21&Itemid=147,http://www.treasury.gov.au/PublicationsAndMedia/Publications/2014/PBS-201415/Report/CGC
O-004564,,Financial Adviser Standards and Ethics Authority Ltd,Treasury,A. Principal,C. Commonwealth Company,GGS,Small,"The Financial Adviser Standards and Ethics Authority Ltd (FASEA) will be responsible for governing the conduct of professionals in the financial advice sector, by setting mandatory educational and training requirements, developing and setting an industry exam, and creating a Code of Ethics that all advisers will be required to adhere to.",Act / Regulation,Corporations Act company controlled by the Commonwealth,42836,Other Economic Affairs,,0,,,,,Yes - but not tabled,,,48 618 495 828,,,,3900,Level 12 530 Collins Street,Melbourne,VIC,3000,Australia,,,,
O-000937,,Inspector-General of Taxation,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Inspector-General of Taxation Act 2003 (the Act) established an independent statutory agency to review: - actions taken by a tax official relating to administrative matters under the tax laws; - systems established by the Australian Taxation Office to administer the tax laws; - systems established by tax laws in relation to administrative matters; and - for the purpose of reporting and making recommendations to Government on how those systems could be improved. The Act precludes the Inspector-General of Taxation from reviewing the imposition of taxes and tax rates, and the eligibility criteria for, or levels of, any rebates or grants administered by the Commissioner of Taxation. The Inspector-General seeks to improve the administration of the tax laws for the benefit of all taxpayers. Individuals and/or groups of taxpayers, professional associations and businesses are welcome to bring systemic administration issues to the attention of the Inspector-General. The Inspector-General will endeavour to address taxpayer concerns on defective administration while ensuring resources of the agency are directed to those areas of most benefit to taxpayers overall.",Act / Regulation,Inspector-General of Taxation Act 2003,37726,Financial and Fiscal Affairs,Yes - Statutory Agency,35,,,,,Yes,ANAO,,51 248 702 319,,,6480,6795,"Level 6, 321 Kent Street",Sydney,NSW,2000,Australia,http://www.igt.gov.au,,http://www.igt.gov.au/content/annual_reports.asp?NavID=15,
O-000938,,National Competition Council,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The National Competition Council is a research and advisory body which was established in 1995 by agreement of the Council of Australian Governments (COAG). The Council's main function is to recommend on the regulation of third party access to services provided by monopoly infrastructure. Section 29B of the Competition and Consumer Act 2010 sets out the functions and powers of the Council. The Council is an independent entity, which has an arrangement with the Australian Competition and Consumer Commission with respect to the provision of secretariat services.",PGPA Rule (Schedule 1),,35009,Other Economic Affairs,Yes - Statutory Agency,1,,,,,Yes,ANAO,,56 552 760 098,,,1700,1732,"Level 17, Casselden, 2 Lonsdale St",Melbourne Central,VIC,3000,Australia,http://www.ncc.gov.au,http://ncc.gov.au/about/strategic_plan,http://ncc.gov.au/publications/C41,
O-005022,,National Housing Finance and Investment Corporation,Treasury,A. Principal,B. Corporate Commonwealth Entity,GGS,Material,"The NHFIC's mission is to improve housing outcomes for all Australian by: - strengthening efforts to increase the supply of housing; - encouraging investment in housing (particularly in the affordable housing sector); - providing loans, grants and investments that complement, leverage or support Commonwealth, state or territory activities relating to housing, and - contributing to the development of the scale, efficiency and effectiveness of the community housing sector. The NHFIC has two operations: - making loans, investments and grants for enabling infrastructure for housing that supports new housing, particularly affordable housing through the $1 billion National Housing Infrastructure Facility; and - providing cheaper and longer-term financing to registered community housing providers through Australia's first national Affordable Housing Bond Aggregator.",Act / Regulation,National Housing Finance and Investment Corporation Act 2018,43281,Housing and Community Amenities,,0,,,,,Yes,Not Yet Appointed,,,,,,32330,"Level 8, Export House, 22 Pitt Street",Sydney,NSW,2000,Australia,www.nhfic.gov.au,,,
O-000939,,Office of the Auditing and Assurance Standards Board,Treasury,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Auditing and Assurance Standards Board (AUASB) is an independent, statutory agency of the Australian Government, responsible for developing, issuing and maintaining auditing and assurance standards. Sound public interest-oriented auditing and assurance standards are necessary to reinforce the credibility of the auditing and assurance processes for those who use financial and other information. The AUASB standards are legally enforceable for audits or reviews of financial reports required under the Corporations Act 2001. The AUASB's role extends to liaison with other national standards setters and participation in international standard-setting initiatives.",PGPA Rule (Schedule 1),,38169,Other Economic Affairs,Yes - Statutory Agency with Dual Staffing Powers,8,,,,,No,ANAO,,80 959 780 601,,,2398,2492,"Level 7, 600 Bourke Street",Melbourne,VIC,3000,Australia,http://www.auasb.gov.au,http://www.auasb.gov.au/About-the-AUASB/AUASB-Strategic-Plan.aspx,http://www.auasb.gov.au/About-the-AUASB/Annual-reports.aspx,
